ID,Z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,lgOH_MEDIAN_T04,logMstar_S16,logSFR_SED_S16
123783,0.0491994,19.982008,17.967916,17.167221,16.77742,16.411545,8.982981,10.038,-0.496
799776,0.0446905,18.336082,16.904003,16.219683,15.810111,15.462017,8.982924,10.395,0.162
471917,0.0331306,19.34634,18.12396,17.538683,17.213058,16.948214,8.982841,9.382,-0.706
788979,0.0470311,17.89789,16.712723,16.255325,16.05365,15.929685,8.98271,10.08,-0.042
120893,0.0343935,18.57923,16.928205,16.296282,15.928901,15.640719,8.982588,10.107,-0.647
898078,0.0178929,18.408064,16.980247,16.347273,16.134186,16.056728,8.982568,9.175,-1.075
230549,0.0158261,17.456417,15.825454,15.104051,14.743736,14.421259,8.982547,9.909,-0.77
605203,0.0470163,18.4308,17.373081,16.958868,16.694876,16.459467,8.982412,9.753,-0.141
625862,0.0239871,16.59226,15.303144,14.808072,14.547457,14.400288,8.982399,10.151,-0.1
716654,0.0494562,18.374363,16.699514,16.259304,16.046343,16.503654,8.982329,10.164,0.071
847541,0.0344951,18.254253,17.12197,16.391258,16.007807,15.730731,8.982304,10.05,-0.143
396525,0.0194675,16.899855,15.33708,14.652163,14.329542,14.163987,8.982204,10.227,-0.563
106831,0.0174039,18.47182,17.060495,16.461222,16.159828,15.939099,8.982183,9.266,-1.237
802238,0.0379586,18.06511,16.92572,16.493996,16.234787,16.021872,8.98215,9.83,-0.139
549101,0.038624,19.008883,17.635668,16.936127,16.52957,16.279293,8.982108,9.917,-0.255
389786,0.0475438,18.280457,17.070454,16.516281,16.24441,16.031073,8.982061,10.134,-0.15
389783,0.0477031,19.404148,18.125772,17.502146,17.197237,16.993465,8.982019,9.628,0.036
593748,0.047179,19.539734,18.389833,17.77244,17.449116,17.251478,8.982016,9.496,-0.354
823469,0.0450923,17.824924,16.635063,16.15085,15.805868,15.680267,8.981973,10.247,-0.005
607106,0.0205799,16.344292,15.178405,15.071906,14.852033,14.687871,8.981954,9.919,-0.176
127409,0.0232949,18.236174,16.933968,16.22307,15.848549,15.59658,8.981945,9.731,-0.668
588805,0.0496636,18.28362,17.174559,16.763725,16.496475,16.522879,8.981944,9.891,-0.063
593038,0.0475625,19.150007,17.973526,17.429115,17.139753,17.04741,8.981854,9.738,-0.424
732456,0.0359093,17.149912,15.799331,15.265566,14.956022,14.841349,8.981776,10.354,-0.024
646144,0.0415509,19.523226,17.928795,17.158762,16.687279,16.372305,8.981726,10.002,-0.412
730667,0.0300524,17.733719,16.197624,15.646618,15.385617,15.252414,8.981651,10.106,0.17
429033,0.0313876,17.747534,16.57201,16.178362,15.9218855,16.019842,8.981612,9.75,-0.339
804083,0.0435891,17.7086,16.215109,15.624871,15.276792,15.35924,8.981586,10.668,0.331
272872,0.0458791,18.850224,17.377424,16.613283,16.182589,15.913617,8.98156,10.252,0.091
714000,0.0478023,18.18834,16.74734,15.991225,15.604096,15.271822,8.981556,10.58,0.226
157255,0.0286037,19.160345,17.75507,16.996756,16.578745,16.280039,8.981436,9.657,-0.964
732773,0.0305975,17.79364,16.47153,15.870429,15.573468,15.33991,8.981384,9.939,-0.271
337469,0.0450377,17.903866,16.624794,16.161833,15.858659,15.823038,8.981324,10.142,0.001
154398,0.0433657,17.71164,16.540512,16.074125,15.819642,15.661024,8.981315,10.271,0.093
154424,0.0367969,18.520071,16.93183,16.209898,15.805745,15.548781,8.981256,10.246,-0.108
822087,0.0300112,17.932262,16.814701,16.304853,16.041788,15.899792,8.98101,9.713,-0.539
645639,0.0357201,18.17703,17.115435,16.626692,16.332804,16.144604,8.980995,9.749,-0.201
336838,0.0273093,17.323326,16.128075,15.660823,15.4256735,15.196911,8.98096,9.899,-0.359
704259,0.0447614,19.24937,17.502037,16.762144,16.376179,16.165531,8.980922,9.982,-0.899
762005,0.0467552,18.570868,17.39179,16.736042,16.353745,16.041315,8.980919,10.107,-0.107
674130,0.0451037,18.19228,16.36967,15.96152,15.753924,15.903311,8.980888,10.143,0.069
265735,0.0394861,17.493292,16.420618,15.9704075,15.639631,15.6369915,8.980853,10.137,0.061
894452,0.0220879,16.988691,15.604029,14.92226,14.578795,14.356172,8.98085,10.223,-0.191
769004,0.0479856,18.344917,16.867392,16.236692,15.862436,15.616492,8.980821,10.303,0.226
338776,0.0384701,17.981504,16.855936,16.360725,16.095636,15.928767,8.980821,9.842,-0.141
135434,0.0269298,18.109774,16.631493,15.930441,15.589036,15.350822,8.980675,9.902,-0.697
8324,0.0249408,16.729578,15.42705,15.019231,14.775722,15.308535,8.980636,10.214,0.258
124959,0.0198529,16.131054,14.967008,14.51331,14.276256,14.217757,8.980624,10.147,-0.083
733288,0.0477062,18.12674,16.838207,16.189396,15.854692,15.607895,8.980502,10.35,-0.031
787509,0.0288498,17.438124,16.14351,15.554646,15.182239,14.99975,8.980458,10.142,-0.422
648964,0.045406,17.473166,16.392384,15.934356,15.649892,15.511336,8.9803505,10.209,0.2
862879,0.0415926,18.666983,17.385107,16.892397,16.606485,16.387222,8.980238,9.863,-0.528
811550,0.0485553,19.636936,18.41015,17.721663,17.294916,16.951899,8.980142,9.835,-0.067
388857,0.0473997,18.744665,17.27738,16.804054,16.514256,16.530584,8.979993,9.846,-0.106
806684,0.0440482,19.502493,18.159334,17.522903,17.201271,16.939198,8.979953,9.608,-0.474
544572,0.0437468,19.284569,17.96211,17.309826,16.996202,16.74866,8.979915,9.571,-0.365
135680,0.0492539,18.561693,17.477377,16.929575,16.631504,16.319315,8.979892,9.999,-0.264
408262,0.0315511,18.132763,16.423645,15.772133,15.417396,15.220126,8.979776,10.18,-0.062
20082,0.0227242,16.93135,15.615284,15.123546,14.927892,15.092253,8.9797125,9.882,-0.343
768434,0.0254104,17.187445,16.00876,15.515839,15.250282,15.033953,8.979712,9.763,-0.032
849760,0.0483795,17.287722,16.027927,15.500235,15.181709,14.978716,8.979668,10.533,0.292
784785,0.0481586,18.06609,16.847021,16.319288,16.03662,15.916156,8.979562,10.162,-0.166
367610,0.0158117,16.791182,15.2776985,14.767803,14.509918,14.446743,8.97927,9.788,-0.447
671580,0.0263511,17.344048,16.031628,15.623947,15.3697605,15.491115,8.979152,9.705,-0.141
128870,0.0473111,17.59613,16.555305,16.1828,15.935946,16.03528,8.978977,9.747,0.336
761209,0.0317905,18.00694,16.676247,16.275629,16.059132,15.94122,8.978818,9.624,-0.297
595178,0.0434926,18.413279,16.802711,16.333614,16.036226,16.017214,8.978618,10.06,-0.245
147671,0.0281149,17.966993,16.402323,15.506682,15.053949,14.773909,8.97849,10.501,-0.246
151211,0.0328832,17.889303,16.49351,15.976764,15.722347,15.573584,8.978481,9.903,-0.445
640109,0.0442738,19.06145,17.88896,17.289028,16.917433,16.703976,8.978291,9.682,-0.298
768060,0.0281965,17.014347,15.585242,14.916344,14.569609,14.404001,8.978145,10.556,-0.129
410941,0.0496287,18.496548,17.184038,16.70248,16.488808,16.324144,8.978129,10.064,-0.013
534047,0.020744,17.03948,15.634574,15.086903,14.799236,14.643994,8.978103,9.979,-0.362
891253,0.0264418,16.697653,15.517828,15.106979,14.890856,14.768472,8.977993,10.008,-0.062
648391,0.0336704,17.672312,16.34233,15.750097,15.403962,15.150045,8.977978,10.212,-0.098
29974,0.0293207,17.590403,16.329811,15.779607,15.438549,15.353224,8.977955,9.944,-0.288
544608,0.036709,17.711243,16.51871,16.12521,16.067736,16.623358,8.977923,9.731,-0.001
761482,0.0431689,18.926342,17.476099,16.949192,16.70186,16.779366,8.977844,9.661,-0.048
803465,0.0491742,19.563662,18.447813,17.789274,17.53757,17.459875,8.977744,9.48,-0.132
136685,0.0285276,18.652504,17.340046,16.74413,16.412838,16.132708,8.977741,9.728,-0.488
591755,0.0375805,18.800179,17.397245,16.60679,16.184895,15.828192,8.977705,10.095,-0.188
770955,0.0307278,17.12497,15.965021,15.442058,15.15874,14.926886,8.977574,10.148,-0.159
674275,0.0439505,18.427166,17.342575,16.732216,16.359247,16.106262,8.977528,10.041,-0.282
409666,0.027706,17.553532,16.154036,15.396412,15.019476,14.771445,8.977522,10.25,-0.247
910034,0.0426511,19.024712,17.746347,17.174217,16.861046,16.624998,8.9775,9.579,-0.239
540317,0.0243171,17.478449,16.136286,15.480508,15.196915,15.01732,8.977394,9.882,-0.344
613629,0.0257194,18.126818,16.883059,16.13648,15.79384,15.532011,8.977371,9.81,-0.673
763029,0.0354395,17.41724,16.199028,15.690807,15.383054,15.216687,8.977329,10.173,0.167
716816,0.0401487,18.71669,17.518099,16.87717,16.595575,16.344875,8.977323,9.851,-0.462
838372,0.0375134,17.557194,16.313505,15.876331,15.638414,15.482049,8.97722,10.194,0.149
274388,0.0402062,18.188324,17.05046,16.644728,16.347885,16.275986,8.977193,9.722,-0.214
736025,0.0352312,18.626238,17.295904,16.7861,16.498482,16.302269,8.977185,9.608,-0.418
848692,0.0341642,18.960705,17.628433,17.106215,16.830267,16.68244,8.977161,9.883,-0.134
847925,0.0339621,17.47065,16.092493,15.628813,15.334516,15.230216,8.977157,10.217,-0.163
123412,0.0230439,17.56776,15.8075075,15.23222,14.946362,14.910115,8.977152,9.941,-0.134
136161,0.026271,17.523075,16.134378,15.496177,15.123039,14.922407,8.97707,10.411,-0.287
858609,0.0461562,19.574175,18.082764,17.29801,16.85566,16.523876,8.976961,9.996,-0.256
672693,0.0280917,17.867317,16.369745,15.693681,15.34164,15.0958605,8.976847,10.037,-0.442
596353,0.0393908,18.276909,16.936066,16.388252,16.056688,15.822402,8.976762,10.027,-0.207
27888,0.0403354,18.682419,17.55133,16.929018,16.596308,16.399431,8.9766445,9.877,-0.583
553607,0.0486503,18.306873,17.032314,16.378532,15.994624,15.749657,8.976595,10.289,0.165
859099,0.0196275,17.836107,16.333096,15.731099,15.486371,15.440075,8.976572,9.756,-0.153
632689,0.0244143,17.27839,15.911888,15.13881,14.74335,14.464279,8.976479,10.465,-0.145
804527,0.0173625,15.042237,14.024775,13.647013,13.481309,13.443994,8.976477,10.229,0.237
106598,0.02727,17.702011,16.394236,15.840611,15.538305,15.404313,8.976364,9.95,-0.496
762072,0.0469224,17.359787,16.30041,15.912109,15.673251,15.568265,8.976199,10.12,0.219
896454,0.0498666,18.8965,17.448717,16.841892,16.491714,16.313545,8.976109,10.072,-0.206
673687,0.0326379,18.653212,17.441418,16.643867,16.176805,16.01332,8.9760475,9.851,-0.915
830389,0.045037,17.471573,15.921195,15.251489,14.872457,14.624938,8.97604,10.738,0.387
827137,0.0384413,18.505272,16.924362,16.322075,15.975005,15.755612,8.975994,10.326,-0.091
646760,0.0366337,19.534163,18.284807,17.61971,17.312365,17.134354,8.975926,9.335,-0.588
612141,0.0436191,18.324427,16.965406,16.36551,16.076338,15.951956,8.975807,10.031,-0.253
861710,0.0403281,19.193718,17.629045,16.921532,16.526016,16.390558,8.97577,9.937,-0.29
919664,0.0209187,18.772923,17.183237,16.468302,16.183205,16.010384,8.975746,9.46,-0.763
618957,0.0244634,18.62945,17.046972,16.412716,16.13041,15.906697,8.975721,9.32,-0.5
770688,0.0328221,17.19133,15.933083,15.530071,15.295469,15.179735,8.975694,10.134,-0.031
581587,0.0313306,17.890186,16.402617,15.599149,15.190009,14.869846,8.975615,10.455,-0.2
891894,0.0391019,18.401453,17.128477,16.612492,16.317911,16.201782,8.975595,9.838,-0.295
160325,0.037204,19.267094,17.947449,17.342844,16.997894,16.887857,8.975595,9.538,-0.476
815594,0.0137945,18.152555,16.912746,16.222315,15.878954,15.728276,8.975593,9.153,-1.286
901228,0.0420199,18.514786,16.984732,16.456173,16.0275,15.855316,8.975408,10.289,-0.329
797930,0.0439294,17.91068,16.59429,16.050982,15.719702,15.748974,8.975327,10.356,-0.029
849422,0.0363114,18.935503,17.484447,16.883448,16.61026,16.421112,8.975034,9.683,-0.424
267301,0.0263995,18.335693,16.926016,16.180105,15.77172,15.495795,8.975025,9.907,-0.245
584717,0.0388211,17.471165,16.182981,15.592165,15.236343,14.992897,8.974811,10.439,-0.143
528913,0.0478373,18.387777,17.149597,16.537165,16.168087,15.965734,8.974703,10.166,0.053
161234,0.039552,18.21588,17.0223,16.546741,16.217035,16.010727,8.974483,9.923,-0.26
122076,0.0293797,17.377462,16.25239,15.790475,15.58286,15.411477,8.974438,9.721,-0.181
865769,0.0223287,17.679838,15.797862,15.143103,14.75803,14.517269,8.974238,10.54,-0.19
592906,0.0456992,19.37605,18.18103,17.495314,17.130764,16.86744,8.974228,9.683,-0.53
541362,0.0270205,18.19156,16.7939,16.133812,15.785837,15.544392,8.974049,9.792,-0.468
598093,0.029324,18.696802,16.703396,15.874838,15.483295,15.147844,8.973918,10.101,-1.222
528810,0.0412385,19.315666,17.90885,17.133173,16.734285,16.415619,8.973834,9.913,-0.296
900760,0.0469452,18.16936,16.816504,16.335398,16.042398,16.065643,8.973762,10.055,0.002
565278,0.0410868,18.892023,17.591888,16.717209,16.27301,15.90763,8.973495,10.306,0.06
736938,0.0308103,18.418158,17.040525,16.413607,16.055262,15.781883,8.9734125,9.958,-0.298
902392,0.0297912,17.602549,16.48763,16.014784,15.768233,15.572475,8.973342,9.783,-0.105
773141,0.0440243,17.726011,16.609442,16.162766,15.918439,15.705458,8.973271,10.083,-0.013
865298,0.044348,18.141422,17.05681,16.59491,16.322657,16.184744,8.973264,9.985,-0.101
779299,0.0226049,18.989504,17.085537,16.900982,16.473646,17.946354,8.973264,9.329,-0.426
804325,0.0208046,17.052418,15.537455,14.975053,14.649286,14.528732,8.973146,10.169,-0.344
768663,0.0467604,18.766314,17.618753,17.142376,16.89836,16.77801,8.973143,9.61,0.096
638209,0.0447433,17.921307,16.516293,15.898843,15.585499,15.4485855,8.973029,10.242,0.703
900544,0.0382193,19.217356,17.910316,17.186707,16.79619,16.591162,8.972969,9.761,-0.511
618562,0.0240347,17.476545,16.406565,15.923022,15.672933,15.486266,8.972879,9.663,-0.077
856380,0.0490496,19.35595,17.039228,16.262106,15.874679,15.420512,8.97287,10.645,0.376
704066,0.0391187,18.978971,17.653332,17.078564,16.796541,16.555443,8.972774,9.561,-0.246
587665,0.0264388,18.53584,17.454344,16.90643,16.618841,16.418856,8.972731,9.382,-0.68
624786,0.0471795,17.93732,16.791233,16.309423,16.026304,15.91165,8.972704,10.02,0.065
811195,0.0387608,17.95573,16.724617,16.269773,16.00871,15.858554,8.972679,9.89,-0.106
13706,0.0481964,18.195848,17.382332,17.049023,16.73465,16.613916,8.972677,9.804,0.109
606210,0.0479218,19.391287,18.156408,17.581987,17.261814,17.103289,8.9725485,9.57,-0.372
888032,0.0241812,17.022362,16.029781,15.589267,15.360445,15.179796,8.972479,9.682,-0.296
767238,0.0347022,17.636042,16.146109,15.474213,15.220081,14.946428,8.972409,10.127,0.122
902350,0.0365233,16.805574,15.558189,14.99099,14.707538,14.549808,8.9723625,10.375,0.854
673194,0.0402077,19.887367,17.584566,17.00175,16.533928,16.21344,8.972344,9.936,-0.461
648574,0.0462008,18.727003,17.278933,16.61465,16.256048,16.038145,8.9723425,10.157,-0.026
552223,0.0240442,16.310804,15.005076,14.541593,14.272286,14.364443,8.972338,10.186,-0.142
151721,0.0456324,18.010653,16.522087,15.904586,15.533121,15.26068,8.972263,10.622,0.683
566619,0.0406119,19.142551,17.826101,17.21441,16.906296,16.680563,8.97207,9.679,-0.45
119539,0.0459915,20.535294,18.514284,17.77543,17.360668,17.038353,8.971976,9.672,-0.457
601405,0.0467668,17.962671,16.634642,15.91105,15.47764,15.122033,8.971961,10.59,0.33
605768,0.02084,16.604895,15.747848,15.338283,15.1607065,14.998606,8.971903,9.599,-0.024
271593,0.0238408,18.96707,17.73908,17.088312,16.740744,16.3491,8.9718685,9.572,-0.387
861116,0.0344544,16.875444,15.746522,15.331218,15.0801525,14.943707,8.971786,10.175,0.034
275710,0.0244301,18.490345,16.999382,16.226303,15.825291,15.432781,8.971778,9.84,-0.372
851966,0.0317571,17.962694,16.859375,16.413761,16.169312,16.01121,8.971712,9.701,-0.185
528691,0.0331942,17.978758,16.731049,16.196636,15.917591,15.6848,8.971702,9.877,-0.286
865250,0.02823,17.633268,16.256973,15.659151,15.341733,15.114644,8.971593,10.066,-0.4
432329,0.0199687,16.600977,15.306971,14.889609,14.679995,14.571819,8.971593,9.936,-0.249
800299,0.0484639,18.18202,17.002304,16.51238,16.192253,15.976849,8.971586,10.147,0.06
900718,0.0462458,20.731964,17.448772,17.007095,16.595676,16.361076,8.9715395,9.947,-0.242
769418,0.0239981,17.18713,16.233313,15.79726,15.574586,15.383138,8.971493,9.601,-0.186
14281,0.0214645,17.4891,16.1473,15.672986,15.428802,15.343406,8.971407,9.584,-0.664
768650,0.047737,19.054035,17.761213,17.241646,16.945196,16.693602,8.971395,9.692,-0.32
608175,0.0280642,17.800869,16.574028,15.997115,15.685787,15.468733,8.971382,9.619,-0.32
12771,0.0490465,19.044958,18.32672,17.791536,17.426397,17.159294,8.971185,9.685,-0.024
305205,0.0229636,17.145369,15.6567135,14.975893,14.61625,14.391846,8.971154,10.271,-0.27
901274,0.0440068,19.307045,18.03755,17.392109,17.076582,16.858261,8.971135,9.65,-0.566
26339,0.0333671,18.121939,16.940584,16.41341,16.118322,15.946773,8.971082,9.696,-0.342
589772,0.0426872,18.161474,16.866087,16.200228,15.837362,15.586587,8.971062,10.111,-0.014
896938,0.0257362,18.16372,16.897125,16.267076,15.899953,15.6632805,8.970988,9.659,-0.34
20712,0.0477351,18.44666,17.155138,16.491423,16.087708,15.831148,8.970925,10.338,-0.079
159905,0.0484504,19.358438,17.991735,17.35718,16.977257,16.789274,8.970829,9.854,-0.154
8564,0.0497457,18.259676,16.879362,16.246172,15.819815,15.5417795,8.970821,10.498,0.234
130450,0.0477003,18.376734,17.393448,16.948278,16.67037,16.483,8.970799,9.792,-0.001
674245,0.0425085,18.784664,17.301863,16.47806,16.033264,15.706497,8.970675,10.393,0.061
601049,0.0184062,17.612076,16.546415,15.967131,15.628856,15.458308,8.9706745,9.513,-0.258
798198,0.0334394,17.51695,16.251667,15.835691,15.661856,15.531598,8.970638,9.978,-0.102
894482,0.028752,18.183018,16.509283,15.816357,15.467559,15.303937,8.9706335,9.843,-0.195
640079,0.0421363,19.017141,17.816736,17.218966,16.889202,16.757692,8.970601,9.664,-0.341
811189,0.0389449,17.7684,16.516733,15.855567,15.479599,15.272596,8.970581,10.399,0.37
406053,0.0347238,17.562048,16.147163,15.563253,15.202855,15.005003,8.970521,10.528,0.473
618785,0.0408469,18.396418,16.80428,16.231663,15.866936,15.624179,8.970486,10.113,-0.4
604501,0.0328461,18.046286,16.453184,15.805654,15.403001,15.170728,8.970458,10.323,-0.035
655070,0.0460223,19.250778,17.989313,17.355585,16.997711,16.767885,8.970447,9.81,-0.245
473454,0.0407912,18.33787,17.231764,16.776575,16.561138,16.31943,8.970429,9.735,-0.182
895546,0.0311346,18.007221,16.633396,16.056213,15.7518425,15.52672,8.970422,9.894,-0.254
627272,0.0382845,18.633932,17.355034,16.67051,16.296919,16.101912,8.970414,10.093,-0.396
799332,0.0466491,19.147205,17.902641,17.231714,16.832302,16.475826,8.9704,10.013,-0.064
891322,0.024814,18.905643,16.849195,15.9389715,15.503497,15.168455,8.970342,10.073,-0.833
646102,0.0403401,19.626081,18.313383,17.536509,17.153135,16.854261,8.970298,9.842,-0.389
613188,0.0452682,17.953306,16.767633,16.245281,15.865892,15.662715,8.970278,10.205,0.75
612533,0.043152,17.726841,16.512651,15.914106,15.560824,15.3042345,8.970251,10.402,0.623
119765,0.0343037,16.969347,15.730286,15.275044,15.018668,14.82944,8.970248,10.148,0.748
858969,0.0406154,18.549511,17.256615,16.406326,15.937179,15.581552,8.970242,10.34,-0.154
541813,0.043395,18.610447,17.182932,16.441147,16.025887,15.68816,8.970216,10.251,-0.101
860908,0.0408443,17.778551,16.60479,16.01114,15.61355,15.452195,8.970216,10.32,0.475
839669,0.0232567,17.774681,16.53763,15.9317255,15.667243,15.507419,8.970212,9.488,0.04
858439,0.0431802,19.190493,18.15336,17.649355,17.332773,17.201218,8.9702015,9.518,-0.461
592548,0.0332716,18.868576,17.66304,17.025446,16.702875,16.478031,8.9702,9.587,-0.158
818189,0.0458789,17.490313,16.51695,15.876221,15.584463,15.873489,8.97019,10.363,0.127
20219,0.0225952,18.525194,17.412285,16.84851,16.587992,16.359673,8.970119,9.34,-0.391
5885,0.0392779,18.880234,17.643484,16.911432,16.778368,16.154753,8.9701,9.78,0.299
160904,0.0441634,17.861856,16.455215,16.055334,15.757411,15.732504,8.970071,10.172,0.097
768394,0.0471084,18.562222,16.857422,16.191095,15.767104,15.530285,8.970039,10.357,0.148
844281,0.0334363,17.515419,16.32864,15.732582,15.400566,15.145409,8.970029,10.217,0.216
553685,0.049132,18.761848,17.531157,16.995918,16.683077,16.55442,8.970013,9.948,-0.358
550715,0.0416575,17.401255,16.415554,16.04309,15.810914,15.691834,8.970013,10.034,0.004
618036,0.0349912,17.579033,16.121552,15.345256,14.920029,14.603456,8.970005,10.599,0.387
595459,0.037281,18.000051,16.765093,16.226059,15.91285,15.695181,8.969991,9.966,0.54
155309,0.0255427,17.350826,15.908519,15.262059,14.962902,14.715556,8.969991,10.214,0.08
783040,0.0461536,17.666567,16.733423,16.406559,16.162584,16.024008,8.969949,9.863,0.581
769213,0.047914,18.849628,17.495531,16.97942,16.650927,16.583694,8.969925,9.717,-0.177
768800,0.0387337,17.939838,16.704487,16.106203,15.733016,15.414522,8.969848,10.345,0.413
600997,0.0311237,18.659304,17.22212,16.525461,16.131626,15.8336,8.969804,9.893,-0.505
860859,0.0434,19.16979,17.685907,16.839779,16.474455,16.117126,8.969784,10.061,-0.705
783177,0.0339347,18.066452,16.965784,16.47882,16.182617,16.025629,8.969771,9.725,-0.4
539419,0.0324044,17.867613,16.71718,16.22502,15.934747,15.7607975,8.969755,9.827,-0.278
604102,0.0353955,17.44597,16.320284,15.851598,15.656291,15.5107,8.969732,9.773,0.07
128958,0.0330276,17.718317,16.390282,15.798751,15.478814,15.260038,8.9697275,9.941,-0.023
305092,0.046989,18.553356,17.149965,16.578455,16.242353,16.053457,8.969719,10.301,-0.354
590341,0.0297136,16.48739,15.264734,14.660393,14.334576,14.108104,8.9696,10.52,0.463
617019,0.029514,17.818613,16.473457,15.829524,15.467285,15.211398,8.969573,10.079,-0.406
625996,0.0467244,19.158287,18.011213,17.470303,17.155159,16.970852,8.969486,9.693,-0.483
632737,0.0240819,16.114195,15.055079,14.6502905,14.460969,14.341561,8.969483,9.991,0.405
586674,0.0243051,17.63104,16.267893,15.640997,15.408837,15.162154,8.969468,9.915,-0.595
795485,0.0329094,17.91854,16.592127,15.937691,15.608288,15.352638,8.969432,10.188,-0.303
818239,0.0434009,19.93433,18.59221,17.925117,17.569223,17.412472,8.969397,9.534,-0.664
597000,0.046291,18.339083,17.070286,16.510057,16.198505,16.052803,8.96938,9.929,0.134
403012,0.0374315,17.877748,16.733103,16.168941,15.819777,15.622574,8.969324,10.0,0.227
589980,0.0461113,19.647007,18.18676,17.390238,16.938686,16.704773,8.969261,9.893,-0.464
762519,0.0442421,19.121876,17.86793,17.346855,17.013071,16.712734,8.96924,9.761,-0.615
666623,0.0448594,19.087334,17.357798,16.574223,16.186281,15.892273,8.969176,10.325,-0.105
738663,0.0305746,18.806974,17.384737,16.705034,16.339342,16.026714,8.969079,9.759,-0.272
592051,0.0471922,18.727938,17.721573,17.21024,16.907312,16.714626,8.96906,9.707,0.256
265983,0.0488824,18.299274,17.18563,16.772764,16.52428,16.267939,8.969035,9.862,0.023
797949,0.0409185,18.679224,17.589066,17.07037,16.744942,16.52985,8.969013,9.772,-0.322
786491,0.0443253,19.013475,17.712215,17.135809,16.791656,16.510336,8.969011,9.677,-0.279
473120,0.0425366,19.252453,17.738,17.032936,16.666643,16.459545,8.968995,9.825,-0.064
545011,0.0441541,18.208267,17.044233,16.620838,16.35541,16.204376,8.968857,9.872,-0.075
479231,0.033608,18.296898,16.841322,16.092962,15.6766405,15.433248,8.968836,10.214,0.105
533332,0.0446991,17.441359,16.262182,15.849986,15.581075,15.442611,8.968806,10.155,0.331
275217,0.0235377,17.568768,16.035673,15.339107,14.956745,14.632616,8.96875,10.236,-0.396
640392,0.0374713,18.073168,16.729689,15.984838,15.5584545,15.200008,8.968716,10.402,0.305
609195,0.0355364,17.237326,16.005304,15.592628,15.353911,15.239582,8.968682,10.125,-0.024
4091,0.02173,16.81523,15.3289385,14.790379,14.50288,14.379035,8.968675,10.216,-0.227
845481,0.0375203,18.227886,16.912544,16.46912,16.210773,16.034346,8.968619,9.771,0.024
582450,0.0210128,17.150711,15.90074,15.363024,15.087539,14.960574,8.968579,9.843,-0.436
272915,0.0481435,19.681635,18.22765,17.63796,17.25659,17.043985,8.968498,9.701,-0.356
151092,0.0426703,18.01013,16.961433,16.494543,16.188066,16.031939,8.968402,10.203,0.077
415782,0.0452076,20.004217,18.199684,17.489605,17.1089,16.941525,8.968318,9.663,-0.371
133197,0.0260319,17.651157,16.512072,15.9482765,15.688014,15.485945,8.96828,9.629,-0.375
867091,0.0498527,19.368155,17.955751,17.4362,17.15002,17.107725,8.968078,9.753,-0.445
154260,0.0226563,17.049767,15.977653,15.547112,15.385085,15.4898405,8.968032,9.524,-0.367
117975,0.0277684,17.706907,16.362286,15.824471,15.503477,15.315096,8.968009,9.965,-0.452
404823,0.0366896,17.593681,16.545143,16.120611,15.850746,15.673238,8.968002,9.961,-0.082
784902,0.0464865,19.019949,17.970217,17.537672,17.259678,17.142405,8.967988,9.471,-0.183
820001,0.0477424,18.104753,16.907633,16.388771,16.094433,15.851301,8.967877,10.0,0.005
402999,0.0343074,17.315456,16.147787,15.753909,15.509482,15.379725,8.9678755,9.918,-0.027
734496,0.0415645,17.960073,16.608877,16.122658,15.827232,15.631922,8.967847,10.172,-0.18
339439,0.0459224,17.827337,16.639122,16.11477,15.746807,15.435888,8.9678,10.382,0.039
472915,0.0322783,19.352303,17.709612,17.071093,16.830011,16.800196,8.967787,9.46,-0.497
155505,0.0241915,18.550472,17.70909,17.151424,16.977865,16.761887,8.967697,9.052,-0.327
272119,0.047941,17.571241,16.460756,16.064913,15.817838,15.74262,8.967639,10.083,0.186
852714,0.0351127,18.004522,16.502441,15.731424,15.3709955,15.163294,8.967631,10.334,-0.067
781613,0.0191136,16.916574,15.547565,14.944223,14.638382,14.431071,8.967569,10.11,-0.385
1503,0.0462329,18.046875,17.122004,16.749414,16.577278,16.581532,8.967412,9.946,-0.12
896226,0.0435809,17.536951,16.04388,15.518757,15.183221,15.244436,8.967342,10.42,0.132
773168,0.0287742,17.713575,16.315393,15.860678,15.674802,15.648893,8.967223,9.817,-0.345
785863,0.0451378,18.499477,17.242382,16.733017,16.477749,16.389761,8.967212,9.738,0.016
594687,0.0344198,18.708576,17.649227,17.071604,16.767256,16.843319,8.967193,9.411,-0.043
648350,0.0385567,17.587431,16.384413,15.861941,15.616079,15.6567955,8.967191,10.161,0.113
593581,0.0369125,19.249754,17.352968,16.683979,16.327717,16.102543,8.96716,9.837,-0.383
629790,0.0387064,18.319881,17.033587,16.444437,16.04123,15.805766,8.967093,10.195,0.064
108409,0.0461931,18.359634,17.157747,16.542183,16.15219,15.926692,8.967057,10.359,-0.275
696693,0.0238045,17.114836,15.882891,15.420829,15.176506,15.045115,8.966922,9.745,0.147
885359,0.021781,17.948519,16.413137,15.863366,15.659106,15.450509,8.966886,9.576,-0.481
772419,0.0467376,17.852528,16.652178,16.300573,16.006786,15.849711,8.966843,10.057,-0.14
601331,0.0480881,18.476004,16.999498,16.321331,15.962998,15.686945,8.966759,10.183,0.127
273518,0.0488578,20.42353,18.35995,17.965258,17.29884,17.238394,8.966629,9.873,-0.188
